M08177_15_000000000-K4FR7_1_1104_19231_9696,Otu00001
M08177_15_000000000-K4FR7_1_1104_21736_13558,Otu00002
M08177_15_000000000-K4FR7_1_1107_9077_20535,Otu00003
M08177_15_000000000-K4FR7_1_1105_15540_17141,Otu00004
M08177_15_000000000-K4FR7_1_2104_10605_6757,Otu00005
M08177_15_000000000-K4FR7_1_1107_21083_20271,Otu00006
M08177_15_000000000-K4FR7_1_1104_15813_22308,Otu00007
M08177_15_000000000-K4FR7_1_1103_13890_26746,Otu00008
M08177_15_000000000-K4FR7_1_1104_17187_9618,Otu00009
M08177_15_000000000-K4FR7_1_1104_10644_10216,Otu00010
M08177_15_000000000-K4FR7_1_1106_14755_13519,Otu00011
M08177_15_000000000-K4FR7_1_1106_17481_24544,Otu00012
M08177_15_000000000-K4FR7_1_1113_16284_12342,Otu00014
M08177_15_000000000-K4FR7_1_1104_9594_16565,Otu00015
M08177_15_000000000-K4FR7_1_1112_25587_25106,Otu00016
M08177_15_000000000-K4FR7_1_1104_24323_12349,Otu00017
M08177_15_000000000-K4FR7_1_1106_6166_13814,Otu00018
M08177_15_000000000-K4FR7_1_1105_11848_24693,Otu00019
M08177_15_000000000-K4FR7_1_2102_14627_22117,Otu00020
M08177_15_000000000-K4FR7_1_1104_17734_9611,Otu00021
M08177_15_000000000-K4FR7_1_1111_26602_7524,Otu00022
M08177_15_000000000-K4FR7_1_1108_25019_14031,Otu00023
M08177_15_000000000-K4FR7_1_1111_16602_23520,Otu00024
M08177_15_000000000-K4FR7_1_1111_8835_23428,Otu00025
M08177_15_000000000-K4FR7_1_1109_12732_24152,Otu00026
M08177_15_000000000-K4FR7_1_1107_3172_19649,Otu00027
M08177_15_000000000-K4FR7_1_1104_15847_26410,Otu00028
M08177_15_000000000-K4FR7_1_1109_5849_7594,Otu00029
M08177_15_000000000-K4FR7_1_1104_28843_13512,Otu00030
M08177_15_000000000-K4FR7_1_2104_17843_6507,Otu00031
M08177_15_000000000-K4FR7_1_1108_16787_7579,Otu00032
M08177_15_000000000-K4FR7_1_1113_5767_9782,Otu00033
M08177_15_000000000-K4FR7_1_1106_17701_27547,Otu00034
M08177_15_000000000-K4FR7_1_2102_13160_24502,Otu00035
M08177_15_000000000-K4FR7_1_1105_18569_17110,Otu00036
M08177_15_000000000-K4FR7_1_1105_19345_17108,Otu00037
M08177_15_000000000-K4FR7_1_1104_14173_4528,Otu00038
M08177_15_000000000-K4FR7_1_1108_5289_11095,Otu00039
M08177_15_000000000-K4FR7_1_1111_16723_20131,Otu00040
M08177_15_000000000-K4FR7_1_1105_12578_24772,Otu00041
M08177_15_000000000-K4FR7_1_1107_18249_28459,Otu00042
M08177_15_000000000-K4FR7_1_1112_20566_21912,Otu00043
M08177_15_000000000-K4FR7_1_1108_17919_26637,Otu00044
M08177_15_000000000-K4FR7_1_1104_21221_10219,Otu00045
M08177_15_000000000-K4FR7_1_1111_23010_25482,Otu00046
M08177_15_000000000-K4FR7_1_1103_12201_26742,Otu00047
M08177_15_000000000-K4FR7_1_1110_26909_21390,Otu00048
M08177_15_000000000-K4FR7_1_2104_14319_6517,Otu00049
M08177_15_000000000-K4FR7_1_1111_27951_12306,Otu00050
M08177_15_000000000-K4FR7_1_1104_14046_4424,Otu00051
M08177_15_000000000-K4FR7_1_2104_15619_6587,Otu00052
M08177_15_000000000-K4FR7_1_1107_24967_15511,Otu00053
M08177_15_000000000-K4FR7_1_1104_28470_18131,Otu00055
M08177_15_000000000-K4FR7_1_1112_26324_8579,Otu00056
M08177_15_000000000-K4FR7_1_1106_24572_25638,Otu00057
M08177_15_000000000-K4FR7_1_2104_22256_6594,Otu00058
M08177_15_000000000-K4FR7_1_1112_12832_7880,Otu00059
M08177_15_000000000-K4FR7_1_1104_14230_13706,Otu00060
M08177_15_000000000-K4FR7_1_1110_20862_27231,Otu00061
M08177_15_000000000-K4FR7_1_1107_19536_19574,Otu00062
M08177_15_000000000-K4FR7_1_1108_21633_15238,Otu00063
M08177_15_000000000-K4FR7_1_1107_16388_28342,Otu00064
M08177_15_000000000-K4FR7_1_1105_18293_14078,Otu00065
M08177_15_000000000-K4FR7_1_1105_22010_6830,Otu00066
M08177_15_000000000-K4FR7_1_1104_8185_16625,Otu00067
M08177_15_000000000-K4FR7_1_1110_9528_22301,Otu00068
M08177_15_000000000-K4FR7_1_1106_8563_19417,Otu00069
M08177_15_000000000-K4FR7_1_1109_2587_10504,Otu00070
M08177_15_000000000-K4FR7_1_1111_17724_7911,Otu00071
M08177_15_000000000-K4FR7_1_1104_20738_23121,Otu00072
M08177_15_000000000-K4FR7_1_1105_16680_5637,Otu00073
M08177_15_000000000-K4FR7_1_1105_8172_5713,Otu00074
M08177_15_000000000-K4FR7_1_1107_20936_19586,Otu00075
M08177_15_000000000-K4FR7_1_1104_13049_12350,Otu00076
M08177_15_000000000-K4FR7_1_1104_19624_4086,Otu00077
M08177_15_000000000-K4FR7_1_1107_23941_15487,Otu00078
M08177_15_000000000-K4FR7_1_1109_18216_24041,Otu00079
M08177_15_000000000-K4FR7_1_1104_6711_22759,Otu00080
M08177_15_000000000-K4FR7_1_1104_6372_19218,Otu00081
M08177_15_000000000-K4FR7_1_1105_25840_14027,Otu00082
M08177_15_000000000-K4FR7_1_1108_9258_13910,Otu00083
M08177_15_000000000-K4FR7_1_1107_23785_19696,Otu00084
M08177_15_000000000-K4FR7_1_1110_9685_27498,Otu00085
M08177_15_000000000-K4FR7_1_1108_10290_26380,Otu00086
M08177_15_000000000-K4FR7_1_1111_12203_7558,Otu00087
M08177_15_000000000-K4FR7_1_1106_5697_24677,Otu00088
