"","rho","p.value","BH"
"Otu00722",0.564177580960472,0.000415696830418468,0.00963666293098748
"Otu00724",-0.590847750912405,0.000186261354002819,0.00519907289554106
"Otu00725",0.589024963040929,0.000197207608560253,0.00544605361559479
"Otu00726",0.630679028287177,4.88264617077198e-05,0.00192691321769841
"Otu00727",0.490079574076357,0.00280370139181863,0.0405841856363437
"Otu00731",0.494615225528788,0.00252448578291935,0.0375188049277003
"Otu00732",0.767602715705066,7.42397946290413e-08,1.94883631676213e-05
"Otu00736",0.690976000674256,4.32879573262294e-06,0.00031214090957182
"Otu00737",0.743839875143538,3.04570285637389e-07,5.05732916623881e-05
"Otu00738",-0.699764395781395,2.89634459640441e-06,0.000239954960304242
"Otu00740",0.518685077112574,0.00141172183291821,0.0244674014706737
"Otu00746",0.491056525079939,0.00274138894762436,0.0398550528832284
"Otu00748",0.54687617984302,0.000675467024654972,0.0139407562694471
"Otu00749",0.502221861022839,0.00211041255877089,0.0328933045554352
"Otu00750",-0.564076742170243,0.000416906952134662,0.00964336809461776
"Otu00751",0.727387757702654,7.4234763938573e-07,9.52937796646638e-05
"Otu00753",0.677056634812429,7.9569195172586e-06,0.000486642698119667
"Otu00754",0.769864524740653,6.43505827877511e-08,1.8334422752076e-05
"Otu00755",-0.781756219148879,2.95308550005198e-08,1.17404440617888e-05
"Otu00758",0.508332760466826,0.00182205696674882,0.0293779964900985
"Otu00759",0.615980625017706,8.17363511942722e-05,0.00282885726334213
"Otu00760",0.567438550193253,0.000378209936132641,0.00893439710603325
"Otu00763",0.720698600411237,1.04744872758417e-06,0.000117088730251431
"Otu00764",0.80258453677582,6.67347376910405e-09,4.45463907621652e-06
"Otu00768",0.78122519559014,3.06072411930773e-08,1.17404440617888e-05
"Otu00769",-0.505728831187059,0.00194041086762756,0.0308813481610236
"Otu00770",0.681818103479991,6.48494301666727e-06,0.000422027085510856
"Otu00771",0.531508156170778,0.00101756635537001,0.0190307982813562
"Otu00774",0.653220614032276,2.10034146095414e-05,0.00100143423576065
"Otu00776",-0.72583760615054,8.0471499951771e-07,9.89502975459592e-05
"Otu00778",0.745789459154977,2.72845749174676e-07,4.72893923575086e-05
"Otu00780",0.669800208197302,1.07912560798291e-05,0.000613421206309118
"Otu00782",0.56494023751195,0.000406645278410042,0.00946260322658747
"Otu00783",0.532482996112614,0.00099202674396014,0.0187059893616955
"Otu00786",0.616389407621268,8.06015915580868e-05,0.0028064008697043
"Otu00792",0.615896001861229,8.19730500056767e-05,0.00282885726334213
"Otu00796",0.628402217732926,5.29741952982542e-05,0.00203800830922353
"Otu00797",0.582364100763562,0.000242273340102244,0.00635981128630193
"Otu00798",-0.686776546333994,5.21964531233193e-06,0.000355529368606445
"Otu00807",0.512670709171676,0.00163889071865504,0.027232861920297
"Otu00808",0.567200579307357,0.000380840000930277,0.00896073243088802
"Otu00810",0.550695056193054,0.000608203698326353,0.0128940196212094
"Otu00811",0.579062290802517,0.000267855231341233,0.00688438038484622
"Otu00814",0.518693225506308,0.0014114338645258,0.0244674014706737
"Otu00816",-0.5022336628721,0.00210981930905133,0.0328933045554352
"Otu00817",0.775960832035435,4.34195287705299e-08,1.38960335707656e-05
"Otu00821",0.695119431294414,3.58796916559216e-06,0.000275618712453239
"Otu00825",0.520376922018899,0.00135302686430729,0.0237140034739769
"Otu00831",0.541711371349189,0.000776888654005476,0.0155132048064358
"Otu00838",0.582800647894452,0.000239059931248052,0.00628251650590354
"Otu00841",0.583813291417208,0.000231752121010601,0.00611480522259193
"Otu00842",0.542467646218699,0.000761243139248473,0.0152531380897296
"Otu00843",-0.613583236209816,8.86857986351507e-05,0.00295151896511827
"Otu00845",0.714698538546348,1.41475965814802e-06,0.000144969429356632
"Otu00846",0.633026111831338,4.48598316987989e-05,0.00179462371229287
"Otu00847",0.618090938172051,7.60290793455568e-05,0.00268977524059334
"Otu00850",0.514174441645819,0.00157927885576249,0.0265062441861918
"Otu00851",-0.639794772518994,3.49964539091627e-05,0.00147453470195891
"Otu00858",0.747546606203335,2.46885412206558e-07,4.50623741045454e-05
"Otu00859",0.519324516705153,0.00138928000157762,0.0242041377157776
"Otu00860",0.572452241330066,0.000326429968850647,0.007944903890584
"Otu00862",0.609974877036803,0.000100150618259786,0.0032008466407707
"Otu00863",-0.679640940432912,7.12408105939582e-06,0.000449837583218013
"Otu00864",-0.50354216892761,0.00204494113103896,0.032107499761064
"Otu00866",0.480024270372554,0.00352020534112152,0.0483078781275968
"Otu00867",0.662876512038542,1.4322218717558e-05,0.000772420217329578
"Otu00868",0.496245443301895,0.00243022669704117,0.0364191060442417
"Otu00869",-0.631508060623149,4.73905921949592e-05,0.00187977318412705
"Otu00870",0.663701925071011,1.38522402785856e-05,0.000754382027106284
"Otu00875",0.572997231309767,0.000321201356259208,0.00785782961914542
"Otu00876",0.657817119641027,1.75335556342062e-05,0.000880938624262277
"Otu00877",0.536740582495156,0.000886990921182304,0.0171590538035096
"Otu00882",0.639904248495145,3.48544858879177e-05,0.00147252324376026
"Otu00885",0.528751570774067,0.00109295140806107,0.0200531382537447
"Otu00886",0.67990588694705,7.04334960731224e-06,0.000447157002379445
"Otu00887",-0.610315974323361,9.90125002506056e-05,0.00318188314079078
"Otu00892",0.797081671683557,1.00506437944439e-08,6.02085105050237e-06
"Otu00896",0.536941204131162,0.00088229358303013,0.0170920605143722
"Otu00897",0.757839005704819,1.35179742171221e-07,3.0871432354643e-05
"Otu00901",0.505118805766876,0.00196909115908929,0.0311890689829174
"Otu00902",0.658711764156533,1.69220421180098e-05,0.000855735216456844
"Otu00903",0.692785138782166,3.98968179577577e-06,0.000295879094309242
"Otu00906",-0.673766872418939,9.14507890302817e-06,0.000536825322641827
"Otu00907",-0.591368663059198,0.000183234781941514,0.00512071077810956
"Otu00908",0.619346278668347,7.28068509551183e-05,0.00258902048533398
"Otu00910",0.591878297545278,0.000180316437319311,0.00505123851929385
"Otu00912",0.548153341904733,0.00065227299509587,0.0135807167707707
"Otu00913",-0.492700676424639,0.0026392407365997,0.0387802398296721
"Otu00914",-0.551054808816931,0.000602184402044836,0.0128248260574052
"Otu00915",-0.530632601900202,0.00104099733512379,0.0193329258668499
"Otu00916",0.829660700135482,7.25847019412716e-10,1.76335423645925e-06
"Otu00921",0.52457334105167,0.00121660413275002,0.0218979370981808
"Otu00927",0.575947928185075,0.000294168000128377,0.00735829441862878
"Otu00928",-0.538657223859536,0.000843004248445283,0.0165088920841803
"Otu00931",0.661936927484597,1.48747974237703e-05,0.00078981793684442
"Otu00932",0.522326857776582,0.001288048328647,0.0229539840596337
"Otu00934",0.809428001455627,3.93828187683522e-09,3.68040317954005e-06
"Otu00938",0.62184973394447,6.67456805476827e-05,0.00244416823610582
"Otu00940",0.686160244151536,5.36360267789545e-06,0.0003611234851979
"Otu00943",0.678208811225882,7.57523860304659e-06,0.000469443765206837
"Otu00944",0.701342514518535,2.69065148562343e-06,0.000228587966031346
"Otu00945",-0.553487186828932,0.00056285408607782,0.0121533826368171
"Otu00947",0.557227092314881,0.000506820824757361,0.0112342077123399
"Otu00948",0.68110404437549,6.68856238375704e-06,0.000429299129043175
"Otu00949",-0.500378127615119,0.00220490217042912,0.0339222816613497
"Otu00954",0.666499637855155,1.23615720243458e-05,0.000684368263518461
"Otu00956",-0.682927617028331,6.17973974192501e-06,0.000403288434610598
"Otu00958",0.593508536726057,0.000171258619883246,0.00483810778274761
"Otu00959",0.744368164952842,2.95654747811881e-07,5.00534918342679e-05
"Otu00960",0.80690256172486,4.79603009074901e-09,3.78151730093975e-06
"Otu00965",0.574199060691269,0.000309934144442133,0.00769499619192513
"Otu00970",0.698240220059398,3.10854494994678e-06,0.000250590465397785
"Otu00971",0.701089799852319,2.72266602023048e-06,0.000229637712023988
"Otu00972",0.725860560756505,8.03757449824119e-07,9.89502975459592e-05
"Otu00974",0.609521318710207,0.000101682196718539,0.00323616573820281
"Otu00975",0.489139994783762,0.00286478946695908,0.0413538462625667
"Otu00976",-0.586907659436218,0.00021064276653386,0.00568930283760759
"Otu00977",0.547803129718929,0.000658561752561005,0.013687817422996
"Otu00978",-0.520972044645807,0.001332896479636,0.0235377630035796
"Otu00979",0.717092258814729,1.25601617028644e-06,0.000132779664191864
"Otu00981",0.642192180605656,3.2004209136321e-05,0.00138980360232689
"Otu00983",0.709681977905327,1.80860969384122e-06,0.000176060617821719
"Otu00986",-0.588703832266719,0.000199194642955324,0.00548043590272963
"Otu00987",-0.50924209622272,0.00178224174663572,0.0289477125158149
"Otu00989",0.501003624180682,0.0021724400833066,0.0335901506725956
"Otu00992",0.625543149467699,5.86318990732096e-05,0.00219874327134414
"Otu00993",0.498704592822093,0.00229384750776517,0.0350040230724479
"Otu00994",0.516998506827375,0.00147244885081623,0.0252205443560261
"Otu00996",0.484386015462286,0.00319195913570784,0.0446439414492856
"Otu00998",0.711101172559392,1.68808696131142e-06,0.000167824577349441
"Otu00999",0.581732333171488,0.000246992132587464,0.00645467247610842
"Otu01000",-0.677381707604291,7.8474980193456e-06,0.000483749594263776
"Otu01001",0.550358043500578,0.000613890854172526,0.0129443429837841
"Otu01002",0.818636142248096,1.87188074939643e-09,2.51621111129169e-06
"Otu01004",0.577330788308185,0.000282212400030228,0.00715887980662998
"Otu01005",-0.484071248173853,0.00321472305984886,0.0448391491625367
"Otu01011",-0.660711633997916,1.5624477803118e-05,0.000816632382358491
"Otu01014",0.77299655629446,5.26527575192377e-08,1.61858733410783e-05
"Otu01015",0.586221814741441,0.000215167065362413,0.00578470777542024
"Otu01016",0.588590862954763,0.000199897903135162,0.00548289428568758
"Otu01017",0.617066675135087,7.87527192807485e-05,0.00275847043561638
"Otu01018",0.640709688764514,3.38259049725159e-05,0.00144210696692133
"Otu01020",-0.660433488708618,1.5799363887566e-05,0.000822094740546111
"Otu01022",0.587435902728869,0.000207216342431991,0.00562929698632397
"Otu01026",0.620008079776123,7.11581386488337e-05,0.00253966019390586
"Otu01029",-0.539661817581906,0.000820728234085625,0.0161811592683059
"Otu01032",-0.599804930435388,0.000139979332576089,0.00408989379918227
"Otu01035",0.718302051466367,1.1821530720179e-06,0.000127274848947255
"Otu01036",0.706176885646064,2.14076417206854e-06,0.000196608201193978
"Otu01037",0.690068772994491,4.5085684225828e-06,0.000320969092390268
"Otu01041",0.693291649618275,3.89918322508209e-06,0.000291043506989115
"Otu01042",0.748247264809518,2.37182716167036e-07,4.36322818725234e-05
"Otu01044",0.502220588275544,0.00211047654533225,0.0328933045554352
"Otu01049",0.488296165005526,0.0029206360293779,0.0419648336742657
"Otu01063",0.820566643481001,1.5931432837515e-09,2.47812329000252e-06
"Otu01068",0.630463475787114,4.92061730300653e-05,0.00193210726134692
"Otu01070",0.725501744031405,8.18845600988867e-07,0.000100160679454989
"Otu01073",-0.757793302870091,1.35550584514643e-07,3.0871432354643e-05
"Otu01076",0.52501508300562,0.00120297342484119,0.0217027553085441
"Otu01077",0.701097727127285,2.7216565084396e-06,0.000229637712023988
"Otu01082",0.693474301852559,3.86701101622548e-06,0.000289567238372038
"Otu01087",0.643012008974839,3.10353723100558e-05,0.00136286756482972
"Otu01090",0.714917669923128,1.39949874322967e-06,0.00014403739708403
"Otu01091",0.75037022273584,2.09883844217498e-07,4.0192756167651e-05
"Otu01092",0.499302084621541,0.00226173887121065,0.0345591924447968
"Otu01095",0.786704634679528,2.10522028373292e-08,9.31582689085622e-06
"Otu01097",0.630937864247898,4.83740006984046e-05,0.00191228727295571
"Otu01099",0.656696212978289,1.83280014182543e-05,0.000909123348481265
"Otu01101",-0.761618762017799,1.07549425056734e-07,2.61737210166716e-05
"Otu01104",0.695874168586221,3.4662114808758e-06,0.000270776435567849
"Otu01110",-0.682994309118532,6.16181813297853e-06,0.000403245257817303
"Otu01111",0.538576735254411,0.000844811921462149,0.0165304362823452
"Otu01114",0.60520857242166,0.000117332769008733,0.00362598608776593
"Otu01118",0.642408933804986,3.17454338368516e-05,0.00138371002001933
"Otu01119",0.570648793875987,0.000344277569609894,0.00830925295330161
"Otu01120",0.504185974349442,0.00201366533445394,0.0317057000172716
"Otu01127",0.565990844571535,0.000394463544159017,0.00919745686845022
"Otu01128",0.535210612398412,0.000923546163793813,0.0177149499381895
"Otu01134",0.587164887355435,0.00020896798907276,0.00566683331367343
"Otu01136",0.485736965360339,0.00309584122997625,0.0437753638489646
"Otu01138",0.478552869000319,0.00363735090214077,0.0494674289623352
"Otu01139",0.557047445834357,0.000509394566515764,0.0112805547464529
"Otu01144",0.553344869214292,0.000565090877248802,0.0121904138182491
"Otu01145",0.626210136964664,5.72653671092748e-05,0.00216137442936024
"Otu01146",0.589858356311526,0.000192133405601418,0.00533113153808304
"Otu01148",-0.517597206239435,0.00145063436398287,0.0249750704832217
"Otu01155",-0.726232879269181,7.88371386895529e-07,9.79719186810652e-05
"Otu01156",0.693922133291545,3.78915293157396e-06,0.000285567677226975
"Otu01158",0.520474283706774,0.00134971537293473,0.0236737239173229
"Otu01162",0.621376253760062,6.78558925922662e-05,0.00247705815411424
"Otu01163",0.566646658310229,0.000387025140956479,0.00906018874565753
"Otu01165",0.631173358344471,4.79656358025318e-05,0.00189935788009246
"Otu01167",0.624293397597791,6.12718548062153e-05,0.00229039095014017
"Otu01169",-0.599132877277832,0.000143054039412935,0.00415692975473184
"Otu01171",-0.507574911961835,0.00185583226289095,0.0297378663634576
"Otu01172",0.610224694927656,9.9315921003493e-05,0.00318724981099534
"Otu01173",0.539983930188973,0.000813696687538185,0.0160968634301055
"Otu01174",-0.480184535945528,0.00350764563717849,0.0482071442847568
"Otu01176",0.689864394281154,4.54999574635082e-06,0.000321523844296115
"Otu01177",0.512274421012889,0.00165492543949183,0.0273924379130609
"Otu01179",0.53156926137592,0.00101594860376147,0.0190307982813562
"Otu01181",0.713720728245402,1.48473137133068e-06,0.000150332451475916
"Otu01189",0.614067584776151,8.72403831606238e-05,0.00292424257070539
"Otu01191",0.49750924010368,0.00235928097624929,0.035722541444013
"Otu01192",0.695057353929613,3.59815551505534e-06,0.000275618712453239
"Otu01194",0.772258643964802,5.52169487023749e-08,1.67536827601764e-05
"Otu01195",0.732924153755384,5.54031845534446e-07,7.65908047764572e-05
"Otu01196",0.491081737313054,0.00273979693824906,0.0398550528832284
"Otu01198",0.569451756302775,0.000356599103550695,0.00854484600641527
"Otu01199",0.495571519065665,0.00246881403255149,0.0368555285894572
"Otu01200",0.659693613870231,1.62732513893689e-05,0.000835586752109509
"Otu01205",0.544245940249489,0.000725547857580776,0.0147023461110717
"Otu01208",0.561435582529654,0.000449739496477168,0.0102111407737571
"Otu01209",0.645682130608799,2.80611011910151e-05,0.00126806867915993
"Otu01211",0.660008237206284,1.60701815968708e-05,0.000828802765226692
"Otu01213",0.498550566402774,0.00230218897207693,0.0350897085586735
"Otu01214",0.515965528679959,0.00151076481250592,0.0257349982533086
"Otu01216",0.663437930193863,1.40010085899183e-05,0.000760710613223861
"Otu01217",0.670811603878709,1.03477357961718e-05,0.000597804173091515
"Otu01226",-0.593716202519425,0.000170134578977282,0.00481800505290454
"Otu01233",0.485362733759174,0.00312221194389361,0.0438894329995105
"Otu01234",0.553985744997087,0.000555080142142361,0.0120188483418647
"Otu01235",-0.515931400865905,0.00151204550397347,0.0257349982533086
"Otu01237",0.573634029350708,0.000315186658884859,0.00776762226954321
"Otu01240",0.563378552021989,0.000425371965731477,0.00980075467000443
"Otu01241",0.603848023456486,0.000122700869054606,0.00376696505088404
"Otu01245",0.701714290850804,2.64417881847054e-06,0.000225459670569078
"Otu01246",0.603630699367102,0.000123578464094091,0.00377901002176734
"Otu01249",0.502454960413674,0.00209872218849292,0.0327756995252407
"Otu01251",0.651526640828461,2.243163894217e-05,0.00105647942146123
"Otu01255",0.479366273897225,0.00357218091771879,0.0487197097376906
"Otu01257",0.717813215471141,1.21150583180757e-06,0.000129243884696439
"Otu01258",0.596756228421529,0.000154419466847018,0.00445300362621924
"Otu01259",0.502146253938171,0.00211421659959298,0.0329296282775271
"Otu01264",0.536730793221644,0.000887220690606499,0.0171590538035096
"Otu01266",-0.495899707656755,0.00244995648882974,0.0365973999031516
"Otu01272",0.489125778230078,0.00286572259979863,0.0413538462625667
"Otu01274",0.721268504291493,1.01755901726578e-06,0.000115006110235134
"Otu01276",0.542467154453081,0.000761253221445221,0.0152531380897296
"Otu01278",0.697228410151496,3.25715353615116e-06,0.000259144588365853
"Otu01279",0.664937106573366,1.31750742793629e-05,0.000722556949269378
"Otu01280",0.513971163093309,0.00158722447498568,0.0265992729877021
"Otu01281",0.595407577422651,0.000161222964419659,0.00462733675397605
"Otu01284",0.648326408302035,2.53723949596719e-05,0.00116230443812317
"Otu01285",-0.577229422174768,0.000283073798067183,0.0071729426727154
"Otu01288",0.707497823154383,2.00954226866151e-06,0.000189310225898141
"Otu01289",0.494615317689134,0.00252448036540293,0.0375188049277003
"Otu01290",-0.635812279530218,4.05304514129787e-05,0.00164819935882265
"Otu01293",0.736183537739581,4.64800956919613e-07,6.744810407772e-05
"Otu01294",0.654827117224403,1.972564078549e-05,0.000958562846851428
"Otu01296",0.483749711866906,0.00323812196531756,0.0450847696517963
"Otu01297",0.754499344537836,1.64883586336851e-07,3.47042813296203e-05
"Otu01302",0.528791658102702,0.00109182079919795,0.0200531382537447
"Otu01306",0.576006225940732,0.000293655000098341,0.00735333522754291
"Otu01309",0.774417036320718,4.80232106970188e-08,1.51617063718169e-05
"Otu01310",0.720738203633304,1.04534593748795e-06,0.000117088730251431
"Otu01311",0.537542031131198,0.000868357055984333,0.0168780581522146
"Otu01312",0.594671838548543,0.000165046711893351,0.00471391971878283
"Otu01313",0.556029078981798,0.000524205045677736,0.0114951780765155
"Otu01318",0.550646964255685,0.00060901239075934,0.0128940196212094
"Otu01319",0.510641980974936,0.00172243735044573,0.0282990884799323
"Otu01321",0.658753188106974,1.68942024363143e-05,0.000855735216456844
"Otu01324",0.776719518042744,4.13095733315137e-08,1.37873651677736e-05
"Otu01325",0.569205574650389,0.000359181314984152,0.00858910241757905
"Otu01326",0.753380836958749,1.76102966530548e-07,3.64096779385237e-05
"Otu01327",0.500045987616352,0.00222231121448508,0.034112915180036
"Otu01329",-0.598232963422848,0.000147266092072118,0.00427400957649801
"Otu01330",0.617402121075536,7.7851204814191e-05,0.00273509428281796
"Otu01334",-0.586954893673844,0.000210334333375877,0.00568754748919052
"Otu01336",0.651989278310684,2.20330911463459e-05,0.0010420224867451
"Otu01338",0.509813824350528,0.00175760075351697,0.0286420598185554
"Otu01341",0.701834102443705,2.62935918217091e-06,0.000225230747669589
"Otu01345",0.66889008690349,1.12050668462215e-05,0.000629288405596807
"Otu01346",0.683477796504374,6.03330411073224e-06,0.000395944056008532
"Otu01347",0.488948211803182,0.00287739983744838,0.0414455563516069
"Otu01348",0.638588055215538,3.65963454260658e-05,0.00151865083159711
"Otu01351",0.497296618254554,0.00237108892314707,0.0357987716973496
"Otu01353",0.659107553516748,1.66577383971613e-05,0.000849036351108473
"Otu01358",-0.495998093801736,0.00244432780350158,0.0365366797653279
"Otu01360",0.669252702241068,1.10384957826856e-05,0.000621515045463501
"Otu01361",0.581608506894924,0.000247926582890595,0.00647185335874074
"Otu01362",-0.694897956801598,3.62443222205424e-06,0.000276724215698867
"Otu01364",0.567480904078561,0.000377743538553103,0.00893241122592728
"Otu01365",0.515136440335431,0.001542148355235,0.02606755923462
"Otu01366",0.528326031484598,0.00110501692963909,0.0202007124625649
"Otu01368",0.742452795550547,3.29168106238388e-07,5.37400466434005e-05
"Otu01371",-0.643594957037032,3.03627030073638e-05,0.00134349210295651
"Otu01374",0.626021939434011,5.76480082358495e-05,0.00217230712324863
"Otu01377",0.488405036976792,0.00291337784206423,0.0418863055533209
"Otu01378",0.534194922847788,0.000948542454426179,0.0180462519240707
"Otu01381",0.846202440341406,1.53249036536599e-10,7.16071448120914e-07
"Otu01382",0.65147740438346,2.24744370357502e-05,0.00105647942146123
"Otu01389",0.573484715185794,0.00031658787509986,0.0077807461204443
"Otu01390",0.749601334290936,2.19418090473622e-07,4.13408455462519e-05
"Otu01393",0.479548564791043,0.00355771543555601,0.0485791383523642
"Otu01400",0.497624016884292,0.00235292820334059,0.0356551973259025
"Otu01404",0.517303275820817,0.00146130841574065,0.0251033444977565
"Otu01406",-0.610768974315592,9.75189873177064e-05,0.00315122558880163
"Otu01408",0.525397660926512,0.00119127714889662,0.0215416470817892
"Otu01409",0.614425186690605,8.61868541965054e-05,0.0029056038594415
"Otu01416",0.73805928484398,4.19636164108876e-07,6.32513529166173e-05
"Otu01422",0.515516899500935,0.00152767647156812,0.0258631198588739
"Otu01423",0.851406530567584,9.0455792978141e-11,7.0443956378277e-07
"Otu01424",0.642951394342955,3.11060845509478e-05,0.00136286756482972
"Otu01427",-0.724070006257477,8.81671364497011e-07,0.000104690513991517
"Otu01431",0.617916034423543,7.64880756867986e-05,0.00269938204270495
"Otu01432",0.710495034214359,1.73863327690677e-06,0.000170670963228458
"Otu01434",0.552219429682991,0.00058305894390602,0.0124857984477327
"Otu01435",-0.568107910113019,0.000370898664567067,0.0088151632759719
"Otu01437",0.55465283187781,0.000544827465360992,0.0118852532153593
"Otu01438",-0.640890365079707,3.35989788616724e-05,0.0014400431250156
"Otu01439",0.5681187414751,0.000370781398362444,0.0088151632759719
"Otu01440",0.564575109586639,0.000410956656968905,0.00954391687551146
"Otu01441",-0.52746825761303,0.0011296950823122,0.0206034865012177
"Otu01443",0.544244131204086,0.000725583403932101,0.0147023461110717
"Otu01446",0.792834061827615,1.36714218597047e-08,7.09789842018401e-06
"Otu01451",0.55855275275141,0.000488182864911734,0.0109456969989759
"Otu01453",0.496604215014877,0.0024098996518285,0.0362073862158644
"Otu01456",0.622787154171737,6.45957973639558e-05,0.00238659241444807
"Otu01458",-0.702377194800252,2.56313050232809e-06,0.00022213334724492
"Otu01460",-0.58684897971259,0.000211026500763925,0.00569308560894639
"Otu01462",0.589874896971417,0.000192033890220705,0.00533113153808304
"Otu01467",-0.698423818758823,3.08225249615157e-06,0.000250590465397785
"Otu01469",0.556245405629704,0.000521027328380513,0.0114729137351121
"Otu01479",-0.578592916106103,0.00027168124128796,0.00695974653531864
"Otu01484",0.723803735860813,8.93831663194675e-07,0.000104690513991517
"Otu01485",0.579667668619371,0.000262991707076199,0.0067892544225649
"Otu01487",0.634678153611,4.22449669180551e-05,0.00170460995182473
"Otu01488",0.498392532706437,0.00231077496377127,0.0351704465658554
"Otu01493",0.606322836062708,0.000113094585334,0.00352767529660646
"Otu01497",0.535960466288116,0.000905467143978794,0.0174253944685145
"Otu01500",0.776263797986453,4.25653149553426e-08,1.38960335707656e-05
"Otu01501",0.510528250835066,0.00172722949476069,0.0283176815274582
"Otu01506",0.655523543006131,1.91939631908513e-05,0.000940101807186288
"Otu01507",0.737874457057791,4.23900391955541e-07,6.34845183157519e-05
"Otu01508",0.516038723364419,0.00150802129583667,0.0257349982533086
"Otu01509",0.608762229637982,0.000104292666761149,0.00329714421318096
"Otu01512",0.603726234046125,0.000123191985369353,0.00377212890456645
"Otu01520",0.779070219413125,3.53577755167747e-08,1.21479957264472e-05
"Otu01522",0.533682282468423,0.000961383920754124,0.0182311790102099
"Otu01524",0.550795289467679,0.000606521280405438,0.0128936821420494
"Otu01531",-0.616713495382558,7.97120434999745e-05,0.00278641230212411
"Otu01533",0.580746283673154,0.000254521386028343,0.00659975931385147
"Otu01534",0.510181139007039,0.0017419277613638,0.0284592016005193
"Otu01535",0.538829109753965,0.000839155348276426,0.0164888026928361
"Otu01541",-0.683980964353948,5.9021567680874e-06,0.000388428418515003
"Otu01545",0.824088637001188,1.18124192259863e-09,2.1228734644363e-06
"Otu01547",-0.742289743351641,3.32176451333765e-07,5.37400466434005e-05
"Otu01548",0.605300850129829,0.00011697644225858,0.00361976241124134
"Otu01559",0.611219363044646,9.60542014759921e-05,0.00311682542928278
"Otu01561",0.704268880094893,2.3441687886358e-06,0.000208238841858928
"Otu01566",0.615288040480835,8.36917989057344e-05,0.00286129111784573
"Otu01572",0.584279163983342,0.000228457712938161,0.00605318009500353
"Otu01575",0.617172541189056,7.84671930656605e-05,0.00275259614353307
"Otu01576",-0.515448647426284,0.00153026383138483,0.0258881635717913
"Otu01577",0.509803945870987,0.00175802396009967,0.0286420598185554
"Otu01583",0.609664359745649,0.00010119691675602,0.00322546189109262
"Otu01584",0.534588688674708,0.000938781810699483,0.0178751095708004
"Otu01585",0.5735043818282,0.000316402999326949,0.0077807461204443
"Otu01586",0.488121782134906,0.00293229441744348,0.0420289536654797
"Otu01587",0.572304078075954,0.000327864499492385,0.00797075785810677
"Otu01588",0.724985936443183,8.40990452733492e-07,0.000101278659521714
"Otu01589",0.620406680100768,7.0181434505356e-05,0.00253423315973513
"Otu01590",0.534688433089157,0.00093632347126184,0.0178543330712234
"Otu01591",0.678224376953082,7.57019829011052e-06,0.000469443765206837
"Otu01595",0.504205186833106,0.00201273846446892,0.0317057000172716
"Otu01598",0.536291693764183,0.000897581259785014,0.017313452196941
"Otu01600",-0.652365410096918,2.17138083694071e-05,0.00102900548668247
"Otu01606",-0.706126527185186,2.14591838824057e-06,0.000196608201193978
"Otu01607",0.64452178804671,2.93203560171996e-05,0.00130727381227067
"Otu01608",-0.554265710507812,0.000550756592552388,0.0119807507186233
"Otu01611",-0.589661833996847,0.000193319302509766,0.00535767362341124
"Otu01614",0.49116852396981,0.00273432300649211,0.0398347594406202
"Otu01620",0.704112142868422,2.3616390381609e-06,0.000208996109274822
"Otu01621",0.585568793471942,0.000219555425596312,0.0058871558389777
"Otu01624",0.526387363768757,0.00116148295610576,0.0210517659453055
"Otu01625",0.794275365946893,1.23259676498386e-08,6.6970135396088e-06
"Otu01627",0.533272759077075,0.000971752335292321,0.0184128546710742
"Otu01639",0.806318397757945,5.01763627655405e-09,3.78151730093975e-06
"Otu01640",0.661002690567013,1.54433570935357e-05,0.00080897567662842
"Otu01642",-0.710645160934045,1.72598671722985e-06,0.000170144420568105
"Otu01643",-0.635797974788767,4.0551679019338e-05,0.00164819935882265
"Otu01646",0.504281912685919,0.00200904068995568,0.0317002161648061
"Otu01648",-0.713697909959783,1.48640141638216e-06,0.000150332451475916
"Otu01649",0.509430808612493,0.00177407515487748,0.0288432274484361
"Otu01650",0.545141045774462,0.000708147645544567,0.014436695848916
"Otu01652",0.608703435184772,0.000104497350090891,0.00329812470335803
"Otu01653",0.589379055564238,0.000195037204036634,0.00539249017503892
"Otu01654",0.768022933551498,7.23027188616271e-08,1.92866274217308e-05
"Otu01657",0.641178914213419,3.32394214689157e-05,0.00142752316871007
"Otu01658",0.590274062057133,0.000189646301428086,0.00528723930819138
"Otu01659",0.616036521140686,8.15803422193937e-05,0.00282783610574435
"Otu01661",0.702343984473209,2.56713623062656e-06,0.00022213334724492
"Otu01667",0.717556704794144,1.22717394952484e-06,0.000130320295376131
"Otu01668",0.692717227963135,4.00196009937595e-06,0.000295879094309242
"Otu01669",0.707561388192522,2.00341730896155e-06,0.000189310225898141
"Otu01674",-0.65907317000515,1.6680549807764e-05,0.000849036351108473
"Otu01676",0.493021411467127,0.00261970530489013,0.0385902742989584
"Otu01680",0.672871497615256,9.49528102979035e-06,0.000555985590724291
"Otu01682",0.545634460342574,0.000698714862538179,0.0142692966201744
"Otu01687",-0.509947754279377,0.00175187182829006,0.0286016642378342
"Otu01688",0.507766909317332,0.00184722401555059,0.029697258035929
"Otu01689",0.545946773177117,0.000692801928288533,0.0141733200092863
"Otu01698",0.615321647886678,8.35959479969183e-05,0.00286129111784573
"Otu01699",0.638118242624192,3.72369134598042e-05,0.00153976284807328
"Otu01709",0.637968192743604,3.74436254362821e-05,0.00154557494888314
"Otu01711",0.660287103070095,1.58921170339943e-05,0.000823253947372969
