"","L1.niche.overlap","M1.niche.overlap","A.niche.overlap"
"1",0.584294925233262,0.595510416781158,0.5728382016101
"2",0.5859476731497,0.593945999497034,0.572863798763434
"3",0.583638968601522,0.596719183974237,0.572856698047085
"4",0.587706325990721,0.591156342626785,0.572928927958891
"5",0.584888792626168,0.59349345864444,0.572889118063149
"6",0.584100515453116,0.595967892776119,0.572929587219207
"7",0.585304462472512,0.595582548594118,0.572870872762907
"8",0.585437970660414,0.594257804296998,0.572915702316694
"9",0.585079215556349,0.597405774320876,0.572853727584304
"10",0.585973042940158,0.592222470675991,0.572859234204684
"11",0.585599590358716,0.594614275751686,0.572815199759489
"12",0.584567920783709,0.594913378123522,0.572859661178109
"13",0.587002691787443,0.593273177396239,0.572881604303883
"14",0.585481840493063,0.593592605855334,0.57280698535238
"15",0.584655460695531,0.595681172027039,0.572897397230495
"16",0.585356762806245,0.595205606164761,0.572892291982856
"17",0.584050770729701,0.597217150496815,0.572839768855833
"18",0.587727632164085,0.590299136474052,0.57282189041909
"19",0.586322416398637,0.593702945979958,0.572839110410471
"20",0.586602244732373,0.594089703893188,0.572881351703199
"21",0.585347642037904,0.593155001262296,0.572802010088634
"22",0.584708263567543,0.597106632775696,0.572886492152212
"23",0.58565079775642,0.595868047089902,0.572834796518223
"24",0.585194015102782,0.595097000199114,0.572879297536448
"25",0.585746856524936,0.596337148414114,0.572798645454775
"26",0.588568531432039,0.590161736214623,0.572862138069636
"27",0.587412063084009,0.594320590341553,0.57291209162874
"28",0.585138432899875,0.59389258236236,0.572878207042553
"29",0.585683112879353,0.594140914737965,0.572873300675153
"30",0.584345052747384,0.594918661453881,0.572893338784012
"31",0.586263319275951,0.593571900873602,0.572820082405539
"32",0.584215975451068,0.595991319572835,0.572864197796612
"33",0.586638381382835,0.594656225778266,0.572930268042886
"34",0.587361841609695,0.591841016670771,0.57285530514818
"35",0.586844493029655,0.594016355689807,0.572869677792957
"36",0.585329066428624,0.595314887220674,0.572836760738641
"37",0.584100080523705,0.596087855966336,0.572828039544923
"38",0.585845086998765,0.594556331113537,0.572840366209731
"39",0.585672482096352,0.593943535376046,0.57287214507267
"40",0.586563982820233,0.593763684717358,0.572904867918784
"41",0.584731830532329,0.595390988155909,0.572870706732319
"42",0.584814523573911,0.596824447570364,0.572873989371757
"43",0.585305885654002,0.595002087252839,0.572886645232457
"44",0.585854341841017,0.595137634637083,0.572803954836348
