30.08.1918:08:34,22012,6.74,6.16,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,8.06,8,8.09,           No Sensor,      No Sensor,6.64,7.57,8.72,8.7,            No Sensor,      No Sensor,7.17,7.99,8.06,8.63,           No Sensor,      No Sensor,      ,24.09,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:13:39,22317,6.74,6.15,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,8.05,8,8.08,           No Sensor,      No Sensor,6.63,7.56,8.72,8.68,           No Sensor,      No Sensor,7.16,7.97,8.05,8.62,           No Sensor,      No Sensor,      ,24.09,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:18:43,22621,6.74,6.16,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,8.05,7.99,8.06,           No Sensor,      No Sensor,6.62,7.56,8.71,8.67,           No Sensor,      No Sensor,7.17,7.97,8.05,8.63,           No Sensor,      No Sensor,      ,24.08,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:23:48,22926,6.74,6.16,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.27,8.05,7.99,8.06,           No Sensor,      No Sensor,6.63,7.56,8.72,8.68,           No Sensor,      No Sensor,7.16,7.97,8.05,8.62,           No Sensor,      No Sensor,      ,24.07,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:28:53,23231,6.75,6.16,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.27,8.06,8,8.06,           No Sensor,      No Sensor,6.63,7.56,8.72,8.7,            No Sensor,      No Sensor,7.16,8,8.06,8.62,           No Sensor,      No Sensor,      ,24.05,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:33:57,23535,6.74,6.16,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.05,7.97,8.05,           No Sensor,      No Sensor,6.62,7.54,8.72,8.68,           No Sensor,      No Sensor,7.16,7.99,8.05,8.62,           No Sensor,      No Sensor,      ,24.05,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:39:02,23840,6.74,6.17,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,8.06,7.99,8.04,           No Sensor,      No Sensor,6.62,7.56,8.72,8.7,            No Sensor,      No Sensor,7.16,7.97,8.06,8.62,           No Sensor,      No Sensor,      ,24.05,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:44:06,24144,6.74,6.17,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.23,8.02,7.97,8.01,           No Sensor,      No Sensor,6.62,7.54,8.71,8.66,           No Sensor,      No Sensor,7.14,7.96,8.04,8.6,            No Sensor,      No Sensor,      ,24.05,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:49:11,24449,6.76,6.18,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.26,8.06,8,8.02,           No Sensor,      No Sensor,6.63,7.56,8.72,8.68,           No Sensor,      No Sensor,7.16,7.99,8.06,8.62,           No Sensor,      No Sensor,      ,24.05,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:54:16,24754,6.75,6.18,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.04,7.99,8.01,           No Sensor,      No Sensor,6.61,7.54,8.71,8.67,           No Sensor,      No Sensor,7.14,7.97,8.05,8.59,           No Sensor,      No Sensor,      ,24.05,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1918:59:20,25058,6.75,6.17,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.04,7.99,8,              No Sensor,      No Sensor,6.62,7.54,8.71,8.68,           No Sensor,      No Sensor,7.16,7.97,8.05,8.59,           No Sensor,      No Sensor,      ,24.05,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1919:04:25,25363,6.75,6.18,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.04,7.99,8,              No Sensor,      No Sensor,6.61,7.54,8.7,8.67,           No Sensor,      No Sensor,7.13,7.96,8.04,8.57,           No Sensor,      No Sensor,      ,24.03,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1919:09:30,25668,6.75,6.18,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.24,8.05,7.97,7.99,           No Sensor,      No Sensor,6.61,7.53,8.7,8.66,           No Sensor,      No Sensor,7.14,7.96,8.04,8.58,           No Sensor,      No Sensor,      ,24.03,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1919:14:35,25973,6.75,6.2,            No Sensor,      No Sensor,      No Sensor,      No Sensor,7.23,8.04,7.97,7.99,           No Sensor,      No Sensor,6.61,7.53,8.71,8.67,           No Sensor,      No Sensor,7.14,7.96,8.02,8.59,           No Sensor,      No Sensor,      ,24.02,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
30.08.1919:19:39,26277,6.75,6.18,           No Sensor,      No Sensor,      No Sensor,      No Sensor,7.23,8.02,7.96,7.96,           No Sensor,      No Sensor,6.59,7.52,8.68,8.64,           No Sensor,      No Sensor,7.13,7.95,8.02,8.58,           No Sensor,      No Sensor,      ,24.01,          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
