Linux version

Using ReadLine,Boost,HDF5,GSL
mothur v.1.48.1
Last updated: 5/15/24
by
Patrick D. Schloss

Department of Microbiology & Immunology

University of Michigan
http://www.mothur.org

When using, please cite:
Schloss, P.D., et al., Introducing mothur: Open-source, platform-independent, community-supported software for describing and comparing microbial communities. Appl Environ Microbiol, 2009. 75(23):7537-41.

Distributed under the GNU General Public License

Type 'help()' for information on the commands that are available

For questions and analysis support, please visit our forum at https://forum.mothur.org

Type 'quit()' to exit program

[NOTE]: Setting random seed to 19760620.

Batch Mode



mothur > dist.seqs(fasta = RTLC.final.fasta, output = lt)

Using 128 processors.

Sequence	Time	Num_Dists_Below_Cutoff
168200	123426	213475899
325100	123461	211752974
429700	123667	212579235
20700	123887	214255350
249700	123918	214372630
336800	124024	213666705
416900	124170	212489205
185700	124246	214001610
431500	124343	213901240
113200	124374	215056630
348100	124382	213197722
420600	124427	213956114
375900	124601	214476165
216500	124776	215784999
403700	124777	214627154
44500	124850	216152410
427900	124870	214680049
361200	124888	215097890
90400	124891	216104947
20800	125104	216330400
310500	125107	215866140
334500	125258	215878665
276200	125263	216509280
205500	125385	216655404
212900	125412	216850190
81400	125426	217001995
98600	125437	217007175
411300	125511	215794950
380000	125518	216058404
181500	125521	216900299
201700	125607	217052719
394000	125706	216155574
59400	125735	216221439
233700	125804	217374554
308000	125863	216891840
339100	126038	217157980
153800	126273	217083747
20900	126391	218415450
246600	126822	219078395
433300	126848	217823647
287200	127034	219129334
143400	127055	219650970
148700	127131	219717630
177200	127189	219663654
71300	127194	219839772
317900	127261	219113295
279000	127300	219541922
137900	127344	220042290
237000	127414	219978015
252800	127430	219306054
356900	127480	219304695
44600	127604	220607460
21000	127691	220510500
273400	127949	220853764
106200	128094	221232444
426100	128233	220160314
284500	128339	221322469
327500	128385	220835025
313000	128546	221353722
119900	128590	221993355
227000	128619	221980290
193900	128864	222324325
21100	128992	222615550
126200	129341	223177110
59500	129417	222166489
172800	129619	223624149
332200	129628	223012944
297800	129718	223366175
163600	129998	224329824
132200	130004	224339822
158800	130053	224488510
305500	130118	223967989
289900	130124	224083449
443900	130164	223155447
345900	130256	223933572
21200	130273	224730600
401800	130314	223647754
44700	130332	225072510
440400	130378	223594422
81500	130427	225147045
90500	130444	225149997
230400	130740	225541710
367600	131033	225151222
341400	131129	225447270
369700	131160	225331255
413200	131162	225045760
113300	131261	226381680
98700	131432	226872225
71400	131500	226974822
21300	131508	226855650
435100	131573	225682479
267700	131604	226917324
220100	131881	227487470
300400	131896	227116654
295200	132111	226419072
189900	132575	228670172
264800	132619	228678320
21400	132766	228990700
59600	132929	228121539
44800	132951	229547560
223600	133392	230000635
365500	133484	229337122
168300	133531	230300949
424300	133573	228976470
371800	133863	229952929
209300	133884	230874735
281800	133954	230740210
21500	134030	231135750
106300	134408	231857494
258900	134412	231831444
388100	134418	230742785
197900	134478	231842775
386100	134478	230709297
396000	135092	231884595
81600	135216	233302095
21600	135292	233290800
378000	135300	232281195
315500	135353	232881809
185800	135398	232576660
153900	135475	232468797
240300	135478	233578349
255900	135531	233730345
138000	135554	233837340
44900	135580	234032610
143500	135602	233996020
120000	135685	233988405
71500	135697	234119872
90600	135749	234205047
359100	135870	232845624
270600	135885	233425584
243500	135895	233542220
148800	135978	234592680
418800	136099	232280265
181600	136381	235055349
59700	136432	234086589
21700	136561	235455850
126300	136759	235802160
329900	137001	235623245
390100	137036	235048797
98800	137231	236747275
384100	137279	234498745
292600	137376	236386564
201800	137650	237227769
205600	137665	237210454
399900	137706	236166555
177300	137714	237388704
216600	137733	237440049
132300	137748	237564872
21800	137836	237630900
436900	137892	236216830
113400	137919	237716730
213000	138125	238145240
45000	138216	238527660
303000	138233	237547280
261900	138614	238959359
415100	138648	237688422
363400	138711	238175560
249800	138794	239347680
21900	139106	239815950
373900	139139	238718259
343700	139270	239316344
158900	139346	240373560
163700	139567	240694874
233800	139717	240749604
172900	139733	240909199
71600	139873	241274922
59800	139920	240061639
81700	139975	241467145
194000	140259	241719375
322800	140276	240852969
422500	140352	240662835
22000	140367	242011000
106400	140613	242492544
45100	140819	243032710
352600	140852	242000559
90700	141028	243270097
320400	141129	242895939
350400	141147	242587422
382100	141236	242432205
246700	141388	243743445
237100	141401	243683065
22100	141646	244216050
276300	141651	244134330
392100	141841	243301590
227100	141945	244685340
252900	142313	244591104
442200	142373	243942324
120100	142674	245993455
325200	142757	244268024
22200	142941	246431100
98900	142982	246632325
354800	143199	245990729
168400	143356	247135999
59900	143411	246046689
45200	143456	247547760
310600	143549	246921190
138100	143600	247642390
190000	143677	247665222
279100	143760	247446972
143600	143970	248351070
287300	144004	247854384
273500	144023	248198814
336900	144045	247351755
71700	144048	248439972
126400	144119	248437210
308100	144135	247696890
230500	144217	248586760
22300	144244	248656150
154000	144465	247863847
113500	144522	249061780
148900	144655	249477730
81800	144744	249642195
220200	144750	249502520
407600	144973	248857245
284600	145071	249777519
348200	145076	248012772
334600	145123	249333715
132400	145447	250799922
22400	145548	250891200
405700	145790	250126864
318000	145996	250908345
198000	146010	251637825
45300	146085	252072810
209400	146093	251809785
339200	146102	251073030
438700	146116	250334965
185900	146227	251161710
409500	146255	250835922
90800	146311	252345147
361300	146325	251222940
223700	146421	252365685
106500	146790	253137594
22500	146818	253136250
376000	146905	252071215
398000	146909	252131339
313100	146910	252658772
60000	146912	252041739
181700	146924	253220399
290000	147061	253078499
297900	147102	253151225
267800	147209	253692374
327600	147570	253590075
305600	147891	254523039
177400	147966	255123754
380100	147973	254063454
264900	147995	255163370
22600	148077	255391300
71800	148141	255615022
357000	148455	254999745
159000	148512	256268610
45400	148657	256607860
403800	148669	255002204
99000	148670	256527375
417000	148854	254184255
394100	148969	255560624
163800	149033	257069924
332300	149034	256237994
429800	149100	255554285
295300	149311	255944122
420700	149337	256021164
201900	149357	257412819
300500	149405	257161704
22700	149428	257656350
240400	149438	257613399
259000	149446	257726494
81900	149455	257827245
205700	149590	257775504
120200	149612	258008505
173000	149765	258204249
411400	149853	256930000
431600	149907	257056290
428000	150260	257475099
216700	150342	259105099
281900	150403	258925260
256000	150447	259325395
243600	150489	257897270
346000	150537	258528622
213100	150538	259450290
60100	150810	258046789
22800	150824	259931400
341500	151163	259592320
113600	151168	260416830
45500	151427	261152910
126500	151527	261082260
194100	151626	261124425
90900	151661	261430197
138200	151703	261457440
270700	152129	260490634
22900	152221	262216450
143700	152422	262716120
71900	152506	262800072
433400	152510	261158697
367700	152683	261916272
369800	152945	262306305
106600	153146	263792644
132500	153283	264044972
168500	153292	263981049
149000	153445	264372780
249900	153451	264332730
426200	153455	262775364
233900	153465	264134654
154100	153546	263268897
23000	153599	264511500
315600	153894	264436859
262000	153975	265154409
401900	154003	263832804
45600	154161	265707960
82000	154406	266022295
60200	154428	264061839
292700	154562	265651614
99100	154644	266432425
190100	154871	266670272
23100	154952	266816550
365600	155018	265892172
227200	155326	267400390
237200	155369	267398115
413300	155530	266370810
371900	155744	267137979
246800	155904	268418495
303100	156043	267852330
23200	156280	269131600
444000	156349	267550497
440500	156354	267639472
330000	156379	268618295
72000	156712	269995122
120300	156770	270033555
45700	156804	270273010
91000	157012	270525247
359200	157038	268760674
386200	157194	269324347
435200	157215	269197529
388200	157231	269557835
378100	157530	270086245
186000	157566	269756760
253000	157574	269886154
23300	157622	271456650
198100	157650	271442875
181800	157656	271395449
220300	157686	271527570
230600	157750	271641810
276400	157881	271769380
113700	157883	271781880
60300	157938	270086889
159100	157963	272173660
396100	158402	271489645
209500	158441	272754835
177500	158525	272868804
424400	158611	271411520
163900	158805	273454974
126600	159014	273737310
23400	159049	273791700
82100	159239	274227345
322900	159337	273138019
106700	159422	274457694
343800	159532	273691394
45800	159547	274848060
223800	159669	274740735
138300	159901	275282490
384200	159975	272913795
320500	160058	274940989
390200	160077	274063847
173100	160095	275509299
363500	160169	274520610
273600	160177	275553864
279200	160264	275362022
23500	160475	276136750
99200	160523	276347475
418900	160881	274165315
143800	160960	277091170
287400	161005	276589434
72100	161053	277200172
132600	161133	277300022
374000	161270	276113309
400000	161401	276161605
202000	161449	277607869
60400	161614	276121939
352700	161765	277265609
23600	161898	278491800
205800	161903	278350554
350500	161924	277632472
284700	161934	278242569
310700	161974	277986240
325300	162046	276793074
149100	162304	279277830
45900	162324	279433110
308200	162413	278511940
91100	162511	279630297
154200	162704	278683947
267900	163190	280477424
194200	163195	280539475
415200	163251	279203472
213200	163261	280765340
216800	163279	280780149
23700	163303	280856850
168600	163305	280836099
240500	163804	281658449
437000	163816	279911880
265000	163833	281658420
382200	163951	280647255
120400	163994	282068605
337000	164070	281046805
82200	164164	282442395
354900	164269	281475779
290100	164368	282083549
23800	164705	283231900
113800	164728	283156930
298000	164867	282946275
318100	164899	282713395
259100	164900	283631544
334700	164998	282798765
243700	165003	282262320
46000	165027	284028160
392200	165142	282516640
60500	165200	282166989
72200	165333	284415222
422600	165435	282917885
313200	165561	283973822
256100	165689	284930445
348300	165761	282837822
106800	165789	285132744
23900	166100	285616950
190200	166153	285685322
305700	166160	285088089
339300	166282	284998080
99300	166416	286272525
126700	166567	286402360
295400	166968	285479172
327700	167133	286355125
282000	167200	287120310
234000	167326	287529704
300600	167343	287216754
159200	167471	288088710
24000	167513	288012000
46100	167742	288633210
361400	167827	287357990
91200	167883	288745347
138400	168112	289117540
270800	168194	287565684
250000	168252	289327780
181900	168520	289580499
164000	168565	289850024
186100	168679	288361810
442300	168688	288167374
60600	168784	288222039
227300	168812	290125440
332400	168886	289473044
24100	168932	290417050
132700	168988	290565072
82300	169007	290667445
177600	169096	290623854
407700	169201	289622295
376100	169329	289676265
237300	169447	291123165
198200	169462	291257925
143900	169467	291476220
262100	169502	291359459
72300	169594	291640272
357100	169792	290704795
405800	169915	290701914
24200	170352	292832100
173200	170363	292824349
46200	170460	293248260
246900	170552	293103545
409600	170643	291790972
398100	170648	291936389
380200	170684	292078504
220400	170808	293562620
209600	170902	293709885
120500	171085	294113655
149200	171089	294192880
346100	171139	293133672
113900	171440	294541980
230700	171469	294706860
341600	171507	293747370
24300	171781	295257150
154300	171791	294108997
292800	171923	294926664
106900	172087	295817794
438800	172236	294210015
99400	172278	296207575
60700	172362	294287089
394200	172510	294975674
315700	172597	296001909
253100	172626	295191204
403900	172811	295387254
223900	172937	297125785
46300	173182	297873310
24400	173217	297692200
168700	173248	297701149
91300	173266	297870397
202100	173383	297812919
417100	173798	295889305
82400	173856	298902495
72400	173859	298875322
126800	174043	299077410
205900	174058	298935604
303200	174087	298167380
276500	174301	299414430
411500	174410	298075050
420800	174477	298096214
367800	174538	298691322
194300	174650	299964525
24500	174655	300137250
429900	174758	298539335
369900	174900	299291355
431700	175671	300221340
428100	175799	300280149
213300	175810	302090390
46400	175904	302508360
60800	175936	300362139
330100	176003	301623345
216900	176057	302465199
24600	176092	302592300
138500	176253	302962590
273700	176365	302918914
365700	176715	302457222
279300	176775	303287072
132800	176799	303840122
159300	176852	304013760
190300	177374	304710372
24700	177555	305057350
372000	177840	304333029
402000	177899	304027854
144000	177937	305871270
240600	177968	305713499
287500	177986	305334484
72500	178126	306120372
99500	178139	306152625
114000	178156	305937030
120600	178186	306168705
164100	178223	306255074
433500	178294	304503747
107000	178384	306512844
359300	178486	304685724
323000	178515	305433069
46500	178646	307153410
91400	178649	307005447
82500	178706	307147545
284800	178727	306717619
426300	178779	305400414
268000	178985	307272474
24800	179010	307532400
320600	179059	306996039
182000	179246	307775549
243800	179372	306637370
265100	179443	308163470
60900	179536	306447189
177700	179567	308388904
186200	179653	306976860
149300	179876	309117930
343900	179948	308076444
378200	180063	307901295
413400	180112	307705860
259200	180169	309546594
386300	180188	307949397
310800	180340	309061290
388300	180357	308382885
24900	180476	310017450
173300	180574	310149399
308300	180620	309336990
256200	180791	310545495
154400	180890	309544047
234100	181117	310934754
198300	181156	311082975
325400	181286	309328124
46600	181387	311808460
290200	181502	311098599
126900	181514	311762460
363600	181721	310875660
25000	181933	312512500
396200	181953	311104695
227400	182183	312860490
72600	182373	313375422
298100	182428	312751325
440600	182530	311694522
352800	182613	312540659
350600	182619	312687522
384300	182735	311338845
444100	182767	311955547
250100	182938	314332830
61000	183084	312542239
435300	183098	312722579
168800	183129	314576199
390300	183190	313088897
209700	183194	314674935
25100	183361	315017550
237400	183378	314858215
374100	183394	313518359
82600	183504	315402595
318200	183627	314528445
220500	183724	315607670
282100	183768	315325360
424500	183788	313856570
99600	183921	316107675
337100	183922	314751855
91500	183957	316150497
313300	183996	315298872
46700	184049	316473510
270900	184089	314650734
305800	184136	315663139
138600	184332	316817640
295500	184332	315024222
132900	184539	317125172
107100	184591	317217894
334800	184689	316273815
114100	184781	317342080
25200	184796	317532600
262200	184839	317574509
230800	184957	317781910
300700	184983	317281804
247000	184996	317798595
400100	185019	316166655
355000	185143	316970829
120700	185182	318233755
202200	185182	318027969
419000	185607	316060365
194400	185971	319399575
224000	185986	319520835
206000	186070	319530654
159400	186102	319948810
339400	186202	318933130
348400	186225	317672872
25300	186247	320057650
144100	186290	320276320
327800	186346	319130175
382300	186433	318872305
72700	186533	320640472
61100	186585	318647289
46800	186732	321148560
253200	187363	320506254
415300	187693	320728522
25400	187706	322592700
164200	187709	322670124
392300	188183	321741690
213400	188197	323425440
82700	188247	323667645
332500	188334	322718094
190400	188400	323745422
149400	188469	324052980
217000	188651	324160249
127000	188787	324457510
361500	188987	323503040
292900	189007	324211714
25500	189164	325137750
91600	189213	325305547
46900	189420	325833610
437100	189504	323616930
99700	189639	326072725
182100	189737	325980599
154500	189761	324989097
177800	189795	326163954
61200	190101	324762339
422700	190227	325182935
276600	190361	327069480
186300	190378	325601910
173400	190528	327484449
25600	190620	327692800
357200	190664	326419845
72800	190701	327915522
107200	190737	327932944
315800	190976	327576959
376200	191324	327291315
114200	191334	328757130
346200	191337	327748722
341700	191422	327912420
303300	191726	328492430
240700	191871	329778549
25700	192095	330257850
47000	192111	330528660
120800	192116	330308805
133000	192167	330420222
273800	192212	330293964
138700	192287	330682690
198400	192531	330918025
168900	192830	331461249
380300	192858	330103554
279400	192921	331222122
82800	192996	331942695
407800	193026	330397345
243900	193411	331022420
25800	193575	332832900
405900	193623	331286964
61300	193627	330887389
398200	193886	331751439
268100	194427	334077524
91700	194472	334470597
234200	194561	334349804
409700	194564	332756022
144200	194564	334691370
442400	194564	332402424
287600	194605	334089534
265200	194700	334678520
47100	194815	335233710
72900	194887	335200572
25900	195060	335417950
259300	195067	335471644
330200	195143	334638395
284900	195152	335202669
227500	195214	335605540
209800	195227	335649985
159500	195265	335893860
99800	195364	336047775
394300	195485	334400724
256300	195514	336170545
367900	195928	335476372
127100	196082	337162560
404000	196352	335782304
220600	196401	337662720
370000	196405	336286405
26000	196556	338013000
202300	196807	338253019
107300	196911	338657994
237500	197022	338603265
149500	197047	338998030
164300	197139	339095174
194500	197165	338844625
61400	197166	337022439
323100	197225	337738119
250200	197307	339347880
47200	197530	339948760
320700	197573	339061089
82900	197759	340227745
438900	197824	338095065
114300	197919	340182180
206100	197920	340135704
365800	197947	339032272
26100	198059	340618050
417200	198083	337604355
230900	198228	340866960
290300	198239	340123649
310900	198272	340146340
411600	198338	339230100
308400	198413	340172040
154600	198647	340444147
224100	198860	341925885
420900	198974	340181264
120900	199077	342393855
73000	199089	342495622
247100	199200	342503645
359400	199339	340620774
190500	199354	342790472
372100	199397	341538079
26200	199566	343233100
298200	199610	342566375
271000	199665	341745784
91800	199766	343645647
430000	199775	341534385
133100	199827	343725272
344000	199828	342471494
262300	199922	343799559
177900	200027	343949004
282200	200029	343540410
325500	200050	341873174
182200	200210	344195649
47300	200253	344673810
138800	200275	344557740
213500	200481	344770490
173500	200515	344829499
61500	200713	343167489
428200	200740	343095199
431800	200778	343396390
26300	201081	345858150
186400	201104	344236960
217100	201123	345865299
99900	201123	346032825
402100	201229	344232904
295600	201368	344579272
305900	201753	346248189
253300	201933	345831304
378300	201961	345726345
318300	201978	346353495
313400	202085	346633922
300800	202327	347356854
386400	202546	346584447
83000	202546	348522795
169000	202562	348356299
26400	202606	348493200
363700	202724	347240710
388400	202822	347217935
350700	202847	347752572
144300	202884	349116420
47400	202988	349408860
352900	203003	347825709
107400	203107	349393044
73100	203302	349800672
337200	203413	348466905
127200	203421	349877610
433600	203466	347858797
426400	203515	348035464
198500	203967	350763075
334900	204031	349758865
413500	204062	349050910
26500	204128	351138250
61600	204273	349322539
159600	204468	351848910
114400	204524	351617230
396300	204855	350729745
384400	204957	349773895
374200	205063	350933409
91900	205065	352830697
327900	205296	351915225
26600	205657	353793300
149600	205669	353953080
355100	205681	352475879
47500	205720	354153910
240800	205750	353853599
390400	205798	352123947
339500	205828	352878180
293000	205906	353506764
121000	206052	354488905
276700	206323	354734530
348500	206376	352517922
164400	206616	355530224
100000	206891	356027875
26700	207195	356458350
83100	207331	356827845
209900	207338	356635035
244000	207471	355417470
133200	207516	357040322
73200	207522	357115722
332600	207550	355973144
154700	207568	355909197
61700	207836	355487589
273900	208012	357679014
440700	208070	355759572
234300	208085	357774854
400200	208211	356181705
138900	208292	358442790
227600	208347	358360590
435400	208352	356257629
194600	208392	358299675
424600	208395	356311620
47600	208470	358908960
202400	208490	358488069
444200	208502	356370597
382400	208567	357107355
26800	208743	359133400
279500	209049	359167172
220700	209130	359727770
315900	209229	359162009
303400	209283	358827480
107500	209309	360138094
206200	209826	360750754
419100	209904	357965415
268200	209906	360892574
361600	209924	359658090
265300	210010	361203570
259400	210027	361406694
26900	210288	361818450
178000	210301	361744054
256400	210310	361805595
190600	210346	361845522
92000	210372	362025747
173600	210525	362184549
182300	210727	362420699
237600	210743	362358315
127300	210750	362602660
392400	210897	360976740
114500	211125	363062280
144400	211180	363551470
341800	211193	362087470
47700	211196	363674010
287700	211205	362854584
357300	211333	362144895
346300	211379	362373772
61800	211380	361662639
231000	211517	363962010
285000	211595	363697719
250300	211706	364372930
73300	211714	364440772
415400	211748	362263572
224200	211756	364340935
27000	211810	364513500
186500	211828	362882010
83200	212091	365142895
169100	212266	365261349
100100	212616	366032925
213600	212747	366125540
121100	212979	366593955
376300	213079	364916365
27100	213329	367218550
247200	213380	367218695
217200	213571	367580349
159700	213606	367813960
47800	213879	368449060
330300	214161	367663445
149700	214197	368918130
422800	214652	367457985
437200	214763	367331980
380400	214780	368138604
27200	214849	369933600
61900	214861	367847689
290400	214914	369158699
262400	214952	370034609
133300	215069	370365372
271100	215188	368850834
198600	215276	370618125
107600	215373	370893144
92100	215536	371230797
323200	215803	370053169
73400	215825	371775822
164500	215948	371975274
320800	215964	371136139
311000	216098	371241390
308500	216128	371017090
139000	216147	372337840
282300	216200	371765460
154800	216342	371384247
27300	216376	372658650
253400	216376	371166354
407900	216505	371182395
47900	216554	373234110
298300	216692	372391425
83300	216762	373467945
398300	216857	371576489
406000	217016	371882014
368000	217058	372271422
114600	217561	374517330
370100	217652	373291455
127400	217889	375337710
27400	217909	375393700
409800	218132	373731072
394400	218153	373835774
295700	218228	374144322
100200	218229	376047975
62000	218342	374042739
325600	218664	374428224
365900	218930	375617322
306000	219196	376843239
210000	219202	377630085
48000	219241	378029160
144500	219279	377996520
194700	219363	377764725
240900	219400	377938649
27500	219453	378138750
300900	219467	377441904
344100	219507	376876544
404100	219554	376187354
121200	219780	378709005
202500	219899	378733119
73500	219940	379120872
359500	219943	376565824
313500	219971	377978972
442500	220003	376647474
318400	220114	378188545
173700	220259	379549599
178100	220295	379549104
372200	220686	378753129
92200	220697	380445847
182400	220961	380655749
27600	221004	380893800
190700	221047	380910572
227700	221164	381125640
244100	221237	379822520
234400	221292	381209904
107700	221404	381658194
206300	221408	381375804
83400	221433	381802995
220800	221552	381802820
169200	221744	382176399
62100	221823	380247789
411700	221903	380395150
48100	221935	382834210
417300	221975	379329405
276800	221977	382409580
186600	222296	381537060
293100	222495	382811814
133400	222537	383700422
159800	222557	383789010
27700	222559	383658850
149800	222581	383893180
337300	222616	382191955
350800	222808	382827622
439000	222985	381990115
335000	223039	383253915
421000	223054	382276314
353000	223079	383120759
363800	223421	383615760
274000	223444	385074064
378400	223529	383561395
100300	223838	386073025
328000	223910	384710275
139100	223931	386242890
114700	223995	385982380
73600	224057	386475922
237700	224079	386123365
27800	224120	386433900
402200	224178	384447954
224300	224318	386765985
430100	224342	384539435
231100	224469	387067060
386500	224561	385229497
259500	224575	387351744
48200	224631	387649260
256500	224684	387450645
213700	224725	387490590
279600	224771	387122222
265400	224885	387738620
388500	224928	386062985
268300	224953	387717624
154900	225016	386869297
127500	225031	388082760
339600	225061	386833230
164600	225163	388430324
428300	225190	385920249
62200	225314	386462839
431900	225422	386581440
27900	225690	389218950
250400	225721	389407980
217300	225737	389305399
355200	225798	387990929
92300	225868	389670897
83500	226107	390148045
348600	226116	387372972
332700	226330	389238194
374300	226350	388358459
303500	226387	389172530
198700	226407	390483175
121300	226577	390834055
384500	226766	388218945
316000	227022	390757059
247300	227226	391943745
28000	227265	392014000
48300	227336	392474310
396400	227366	390364795
287800	227372	391629634
144600	227373	392451570
107800	227444	392433244
413600	227546	390405960
285100	227588	392202769
426500	227760	390680514
390500	227956	391168997
433700	228139	391223847
73700	228188	393840972
62300	228805	392687889
28100	228846	394819050
100400	229467	396108075
262500	229650	396279659
173800	229991	396924649
133500	230021	397045472
48400	230042	397309360
382500	230167	395352405
178200	230262	397364154
194800	230272	397239775
361700	230303	395823140
271200	230414	395965884
28200	230430	397634100
114800	230434	397457430
341900	230441	396272520
253500	230582	396511404
83600	230782	398503095
400300	230847	396206755
346400	230872	397008822
149900	230972	398878230
210100	230974	398635135
92400	231044	398905947
182500	231186	398900799
169300	231226	399101449
290500	231229	398203749
202600	231247	398988169
357400	231448	397879945
159900	231507	399774060
139200	231732	400157940
190800	231737	399985622
28300	232008	400459150
282400	232033	400000510
127600	232171	400837810
62400	232296	398922939
73800	232314	401216022
424700	232424	398776670
330400	232715	400698495
48500	232747	402154410
186700	232750	400202110
241000	232885	402033699
206400	232958	402010854
435500	232968	399802679
440800	232985	399834622
392500	233023	400221790
121400	233365	402969105
298400	233431	402226475
308600	233462	401872140
107900	233480	403218294
419200	233512	399880465
311100	233560	402346440
28400	233601	403294200
444300	233616	400795647
155000	233687	402364347
220900	233915	403887870
227800	233917	403900690
323300	233965	402378219
320900	233966	403221189
376400	234263	402551415
164700	234389	404895374
234500	234425	404654954
295800	234827	403719372
244200	234903	404237570
100500	235095	406153125
415500	235161	403808622
28500	235208	406139250
83700	235463	406868145
48600	235469	407009460
144700	235474	406916620
62500	235805	405167989
380500	236187	406183654
92500	236219	408150997
301000	236372	407536954
306100	236384	407448289
73900	236457	408601072
213800	236700	408865640
28600	236826	408994300
114900	236878	408942480
224400	236898	409201035
325700	236984	406993274
237800	237414	409898415
231200	237422	410182110
276900	237511	410094630
133600	237512	410400522
198800	237554	410358225
313600	237603	409334022
368100	237776	409076472
217400	237925	411040449
318500	238017	410033595
48700	238203	411874510
28700	238450	411859350
422900	238500	409743035
370200	238501	410306505
274100	238824	412479114
344200	238872	411291594
293200	238972	412126864
256600	239087	413105695
259600	239124	413306794
398400	239318	411411539
62600	239336	411423039
127700	239349	413602860
150000	239389	413873280
437300	239458	411057030
408000	239526	411977445
366000	239554	412212372
108000	239558	414013344
139300	239564	414082990
173900	239754	414309699
250500	239765	414453030
265500	239786	414283670
406100	239904	412487064
268400	240026	414552674
28800	240083	414734400
83800	240180	415243195
121500	240210	415114155
359600	240246	412520874
178300	240269	415189204
394500	240400	413280824
279700	240471	415087272
160000	240491	415769110
74000	240616	415996122
169400	240739	416036499
100600	240757	416208175
48800	240942	416749560
247400	241091	416678795
194900	241198	416724825
409900	241239	414716122
92600	241416	417406047
182600	241429	417155849
337400	241633	415927005
372300	241659	415978179
28900	241698	417619450
335100	241886	416758965
404200	242352	416602404
328100	242362	417515325
190900	242432	419070672
350900	242529	417912672
202700	242600	419253219
155100	242625	417869397
210200	242751	419650185
62700	242841	417688089
353100	242976	418425809
186800	243226	418877160
29000	243316	420514500
115000	243330	420437530
303600	243440	419527580
287900	243519	420414684
144800	243585	421391670
285200	243592	420717819
164800	243625	421370424
48900	243659	421634610
363900	243921	420000810
339700	244171	420798280
262600	244364	422534709
206500	244536	422655904
74100	244740	423401172
316100	244773	422362109
253600	244774	421866454
378500	244845	421406445
83900	244854	423628245
29100	244943	423419550
442600	244979	420902524
133700	244991	423765572
332800	245027	422513244
411800	245122	421570200
108100	245580	424818394
271300	245615	423090934
355300	245796	423515979
417400	245878	421064455
348700	246113	422238022
221000	246294	425982920
386600	246333	423884547
62800	246343	423963139
100700	246365	426273225
49000	246384	426529660
241100	246393	426138749
127800	246473	426377910
29200	246572	426334600
92700	246579	426671097
227900	246667	426685740
421100	246794	424381364
388600	246802	424918035
402300	246838	424673004
121600	246979	427269205
139400	247337	428018040
374400	247469	425793509
290600	247558	427258799
234600	247570	428110004
439100	247745	425895165
150100	247759	428878330
282500	247880	428245560
29300	248223	429259650
430200	248572	427554485
244300	248592	428662620
213900	248667	430250690
198900	248684	430243275
384600	248813	426673995
74200	248885	430816222
49100	249133	431434710
428400	249324	428755299
160100	249415	431774160
224500	249449	431646085
174000	249458	431704749
84000	249536	432023295
342000	249645	430467570
396500	249669	430009845
432000	249747	429776490
115100	249754	431942580
62900	249862	430248189
29400	249864	432194700
390600	249958	430224047
217500	250070	432785499
298500	250151	432071525
169500	250190	432981549
178400	250208	433024254
231300	250338	433307160
346500	250338	431653872
361800	250626	431998190
237900	250710	433683465
308700	250783	432737190
413700	250816	431771010
311200	251005	433461490
330500	251262	433743545
155200	251448	433384447
29500	251504	435139750
357500	251540	433624995
108200	251609	435633444
182700	251610	435420899
144900	251658	435876720
382600	251674	433607455
92800	251747	435946147
426600	251749	433335564
295900	251805	433304422
49200	251851	436349760
321000	251964	435316239
100800	251977	436348275
195000	252056	436219875
323400	252132	434713269
133800	252431	437140622
433800	252552	434598897
164900	252802	437855474
277000	252967	437789680
74300	252996	438241272
191000	253058	438165722
29600	253151	438094800
301100	253220	437642004
63000	253353	436543239
400400	253367	436241805
256700	253389	438770745
306200	253511	438063339
127900	253574	439162960
259700	253577	439271844
186900	253626	437562210
250600	253737	439508080
121700	253749	439434255
202800	253887	439528269
274200	254095	439894164
84100	254183	440428345
210300	254449	440675235
49300	254567	441274810
265600	254595	440838720
29700	254790	441059850
247500	254861	441423845
268500	255011	441397724
392600	255047	439476840
139500	255066	441963090
313700	255118	440699072
293300	255340	441451914
376500	255415	440196465
325800	255591	439568324
318600	255816	441888645
279800	256027	443062322
206600	256042	443310954
150200	256068	443893380
115200	256115	443457630
424800	256256	441251720
29800	256435	444034900
63100	256837	442848289
92900	256873	445231197
74400	257095	445676322
49400	257289	446209860
435600	257422	443357729
419300	257437	441805515
380600	257508	444238704
100900	257545	446433325
108300	257588	446458494
440900	257746	443919672
344300	258099	445716644
29900	258104	447019950
160200	258267	447789210
368200	258356	445891522
415600	258475	445363672
444400	258566	445230697
221100	258577	448087970
84200	258840	448843395
253700	258848	447231504
262700	258952	448799759
174100	259113	449109799
370300	259201	447331555
228000	259302	449480790
285300	259444	449242869
288000	259548	449209734
169600	259576	449936599
145000	259681	450371770
199000	259705	450138325
241200	259773	450253799
30000	259790	450015000
133900	259836	450525672
366100	259994	448817422
155300	260040	448909497
49500	260041	451154910
178500	260123	450869304
63200	260360	449163339
303700	260365	449892630
359700	260371	448485924
337500	260465	449672055
121800	260498	451609305
214000	260544	451645740
335200	260571	450274015
234700	260584	451575054
128000	260657	451958010
328200	260667	450330375
271400	260684	450225984
74500	261234	453121372
30100	261469	453020050
398500	261588	451256589
182800	261759	453695949
224600	261888	454101135
165000	261957	454350524
93000	262045	454526247
351000	262086	453007722
244400	262122	453097670
217600	262127	454540549
